"when","temperature","wind_speed","wind_dir","rel_humidity","pressure","solar_radiation","rainfall"
2015-01-30 09:40:00,-1.674,0.455,304.5,89.5,976,72.89,0
2015-01-30 09:50:00,-1.544,0.244,306.7,88.9,976,76.95,0
2015-01-30 10:00:00,-1.302,0.264,237.5,88.6,976,102.2,0
2015-01-30 10:10:00,-1.143,0.509,147.9,87.7,976,124.7,0
2015-01-30 10:20:00,-0.996,0.653,140.7,87.2,976,140.4,0
2015-01-30 10:30:00,-0.922,0.745,160.9,86.1,976,137.8,0
2015-01-30 10:40:00,-0.791,0.691,286.5,86.2,976,115,0
2015-01-30 10:50:00,-0.577,0.683,288.9,84.6,976,139.5,0
2015-01-30 11:00:00,-0.235,1.234,329.2,81.2,976,142.5,0
2015-01-30 11:10:00,-0.225,1.647,319.3,80.4,976,163.2,0
2015-01-30 11:20:00,-0.125,1.559,315.7,79.64,976,230,0
2015-01-30 11:30:00,-0.048,1.963,311.7,79.73,976,196.8,0
2015-01-30 11:40:00,-0.141,1.89,312,81,976,240.1,0
2015-01-30 11:50:00,0.083,1.391,318.9,80.3,975,258.2,0
2015-01-30 12:00:00,0.094,2.378,318.4,79.87,975,241.9,0
2015-01-30 12:10:00,-0.153,2.528,316,78.67,975,241.7,0
2015-01-30 12:20:00,-0.137,2.758,313.3,78.28,975,262.1,0
2015-01-30 12:30:00,-0.062,2.933,314.1,77.18,974,298.5,0
2015-01-30 12:40:00,-0.056,3.174,320.7,75.05,974,248.6,0
2015-01-30 12:50:00,-0.096,2.636,312.2,73.9,974,194.3,0
2015-01-30 13:00:00,-0.19,2.886,311.9,72.99,974,173.3,0
2015-01-30 13:10:00,-0.234,2.415,316.3,72.28,974,198.9,0
2015-01-30 13:20:00,-0.149,3.131,317.8,71.65,974,201,0
2015-01-30 13:30:00,-0.198,2.52,321.3,70.68,974,174.2,0
2015-01-30 13:40:00,-0.172,2.595,318.3,69.99,974,149.2,0
2015-01-30 13:50:00,-0.283,3.398,313.3,69.4,974,159.2,0
2015-01-30 14:00:00,-0.25,3.127,317.9,68.88,974,172,0
2015-01-30 14:10:00,-0.206,3.502,323.6,68.02,974,176.3,0
2015-01-30 14:20:00,-0.225,3.889,308.4,68.4,974,171.4,0
2015-01-30 14:30:00,-0.436,4.157,315.2,69.16,974,181.1,0
2015-01-30 14:40:00,-0.586,3.697,310.1,70.31,975,168.4,0
2015-01-30 14:50:00,-0.689,3.269,313.3,70.64,975,144.3,0
2015-01-30 15:00:00,-0.787,3.43,309.1,71.14,975,150.3,0
2015-01-30 15:10:00,-0.932,3.595,309,71.06,975,144.7,0
2015-01-30 15:20:00,-1.032,3.721,309.5,70.75,975,136.1,0
2015-01-30 15:30:00,-1.219,3.386,315.7,69.21,975,157.1,0
2015-01-30 15:40:00,-1.287,5.206,309.5,68.07,975,170.3,0
2015-01-30 15:50:00,-1.482,4.569,311.5,67.58,975,157.2,0
2015-01-30 16:00:00,-1.496,4.083,308.9,66.68,975,143.6,0
2015-01-30 16:10:00,-1.669,3.111,314.3,66.93,975,106.8,0
2015-01-30 16:20:00,-1.825,3.452,318.5,67.81,976,99.3,0
2015-01-30 16:30:00,-1.874,3.805,327.8,68.04,976,91.3,0
2015-01-30 16:40:00,-2.084,4.24,320,67.61,976,57.9,0
2015-01-30 16:50:00,-2.56,3.743,315.3,68.57,976,22.51,0
2015-01-30 17:00:00,-2.879,3.272,314,70.07,976,10.73,0
2015-01-30 17:10:00,-3.128,3.126,323,70.92,976,1.556,0
2015-01-30 17:20:00,-3.369,3.837,317.4,70.89,976,0,0
2015-01-30 17:30:00,-3.631,5.288,315.7,69.92,977,0,0
2015-01-30 17:40:00,-3.909,3.439,311.5,68.96,977,0,0
2015-01-30 17:50:00,-4.183,3.019,317.7,68.65,977,0,0
2015-01-30 18:00:00,-4.388,3.699,317.9,68.89,977,0,0
2015-01-30 18:10:00,-4.588,2.587,323.7,68.94,977,0,0
2015-01-30 18:20:00,-4.812,2.269,331,69.41,977,0,0
2015-01-30 18:30:00,-4.957,2.722,328.4,69.82,977,0,0
2015-01-30 18:40:00,-5.173,2.433,331.8,69.69,977,0,0
2015-01-30 18:50:00,-5.335,2.954,329.5,69.61,977,0,0
2015-01-30 19:00:00,-5.494,2.935,326.5,69.27,978,0,0
2015-01-30 19:10:00,-5.625,3.476,323.4,68.68,978,0,0
2015-01-30 19:20:00,-5.76,2.741,329.1,68.82,978,0,0
2015-01-30 19:30:00,-5.984,3.962,329,68.14,977,0,0
2015-01-30 19:40:00,-6.291,3.433,325.9,67.34,978,0,0
2015-01-30 19:50:00,-6.609,3.214,327.6,67.45,978,0,0
2015-01-30 20:00:00,-6.933,3.495,318.6,66.82,978,0,0
2015-01-30 20:10:00,-7.22,4.189,327.4,67.11,978,0,0
2015-01-30 20:20:00,-7.491,3.226,321.4,67.57,978,0,0
2015-01-30 20:30:00,-7.794,3.454,327,67.67,978,0,0
2015-01-30 20:40:00,-8.08,3.625,327.9,68.11,978,0,0
2015-01-30 20:50:00,-8.33,3.504,334.7,68.75,978,0,0
2015-01-30 21:00:00,-8.58,3.239,332.9,69.12,978,0,0
2015-01-30 21:10:00,-8.81,3.806,330.1,69.78,978,0,0
2015-01-30 21:20:00,-9.12,3.91,333.8,70.29,979,0,0
2015-01-30 21:30:00,-9.44,3.914,327.1,69.79,979,0,0
2015-01-30 21:40:00,-9.74,3.743,323.1,69.67,979,0,0
2015-01-30 21:50:00,-9.94,3.075,321.3,70.11,979,0,0
2015-01-30 22:00:00,-10.15,2.482,316.9,70.33,979,0,0
2015-01-30 22:10:00,-10.39,1.866,319.1,70.39,979,0,0
2015-01-30 22:20:00,-10.64,2.528,316.1,70.56,979,0,0
2015-01-30 22:30:00,-10.86,2.296,315.6,70.18,979,0,0
2015-01-30 22:40:00,-11.09,3.079,325.9,69.64,979,0,0
2015-01-30 22:50:00,-11.27,3.738,328.4,69.37,979,0,0
2015-01-30 23:00:00,-11.45,3.756,323.4,68.44,979,0,0
2015-01-30 23:10:00,-11.63,3.985,332.9,68.16,979,0,0
2015-01-30 23:20:00,-11.83,3.78,328,67.88,979,0,0
2015-01-30 23:30:00,-12.01,3.185,330.8,67.47,979,0,0
2015-01-30 23:40:00,-12.17,3.637,326.9,67.4,978,0,0
2015-01-30 23:50:00,-12.28,3.807,334.3,68.1,979,0,0
2015-01-31 00:00:00,-12.39,3.733,326.1,67.93,979,0,0
2015-01-31 00:10:00,-12.46,3.848,326.8,67.58,979,0,0
2015-01-31 00:20:00,-12.57,4.13,323.4,67.47,978,0,0
2015-01-31 00:30:00,-12.69,4.102,323.1,67.12,978,0,0
2015-01-31 00:40:00,-12.84,2.772,322.1,66.63,978,0,0
2015-01-31 00:50:00,-12.97,3.96,322.4,66.93,978,0,0
2015-01-31 01:00:00,-13.07,3.698,330.4,66.93,978,0,0
2015-01-31 01:10:00,-13.18,3.136,325.5,66.4,978,0,0
2015-01-31 01:20:00,-13.27,3.977,318.7,66.49,978,0,0
2015-01-31 01:30:00,-13.36,3.319,324.2,66.05,978,0,0
2015-01-31 01:40:00,-13.48,3.326,331.7,66.11,979,0,0
2015-01-31 01:50:00,-13.57,3.842,329.7,66.49,979,0,0
2015-01-31 02:00:00,-13.67,3.396,327.8,66.04,979,0,0
2015-01-31 02:10:00,-13.78,3.94,327.9,66.25,979,0,0
2015-01-31 02:20:00,-13.86,3.704,325,65.63,979,0,0
2015-01-31 02:30:00,-13.94,4.087,327,65.55,979,0,0
2015-01-31 02:40:00,-14.07,4.17,325.2,65.3,978,0,0
2015-01-31 02:50:00,-14.18,4.844,324.3,65.57,978,0,0
2015-01-31 03:00:00,-14.27,3.988,327.2,65.4,978,0,0
2015-01-31 03:10:00,-14.38,3.922,326.4,65.38,978,0,0
2015-01-31 03:20:00,-14.49,4.592,326.6,65.57,979,0,0
2015-01-31 03:30:00,-14.61,4.708,330.4,66.16,979,0,0
2015-01-31 03:40:00,-14.74,3.467,327.7,65.94,979,0,0
2015-01-31 03:50:00,-14.88,3.155,322.9,65.5,979,0,0
2015-01-31 04:00:00,-15.01,3.305,328.2,65.6,979,0,0
2015-01-31 04:10:00,-15.1,4.222,330.7,65.92,979,0,0
2015-01-31 04:20:00,-15.15,3.872,330.1,66.11,979,0,0
2015-01-31 04:30:00,-15.22,4.402,329.2,66.16,979,0,0
2015-01-31 04:40:00,-15.27,3.728,332.6,66.47,979,0,0
2015-01-31 04:50:00,-15.3,4.084,325.3,66.46,980,0,0
2015-01-31 05:00:00,-15.36,3.757,326.1,66.32,980,0,0
2015-01-31 05:10:00,-15.44,3.154,332.1,66.38,980,0,0
2015-01-31 05:20:00,-15.55,2.276,325.8,66.2,980,0,0
2015-01-31 05:30:00,-15.68,2.347,336,65.65,980,0,0
2015-01-31 05:40:00,-15.68,2.618,336.2,65.22,980,0,0
2015-01-31 05:50:00,-15.72,2.989,328.8,65.06,980,0,0
2015-01-31 06:00:00,-15.8,3.418,327.4,64.39,980,0,0
2015-01-31 06:10:00,-15.87,2.395,329.8,64.35,981,0,0
2015-01-31 06:20:00,-15.97,3.308,325.5,63.94,981,0,0
2015-01-31 06:30:00,-16.06,3.247,317.3,63.55,981,0,0
2015-01-31 06:40:00,-16.16,3.409,322.9,63.29,981,0,0
2015-01-31 06:50:00,-16.27,3.346,326.3,63.09,981,0,0
2015-01-31 07:00:00,-16.32,3.068,324.8,62.22,981,0,0
2015-01-31 07:10:00,-16.38,3.146,325.7,61.7,981,1.484,0
2015-01-31 07:20:00,-16.42,3.291,329.1,60.83,981,5.73,0
2015-01-31 07:30:00,-16.35,3.51,329.3,59.62,981,12.6,0
2015-01-31 07:40:00,-16.17,3.761,324.2,59.01,981,33.87,0
2015-01-31 07:50:00,-15.61,3.572,320.9,57.86,981,75.56,0
2015-01-31 08:00:00,-15.13,4.202,321.2,56.98,981,104,0
2015-01-31 08:10:00,-14.89,3.526,324.1,55.85,981,133.3,0
2015-01-31 08:20:00,-14.55,3.252,328.8,54.28,981,164.1,0
2015-01-31 08:30:00,-14.03,4.058,330,53.35,981,194.8,0
2015-01-31 08:40:00,-13.79,3.629,326.6,51.55,981,225.4,0
2015-01-31 08:50:00,-13.28,3.514,324.1,50.24,981,255.2,0
2015-01-31 09:00:00,-12.98,3.801,324.7,49.29,981,284.9,0
2015-01-31 09:10:00,-12.73,3.469,329.4,47.92,981,312.5,0
2015-01-31 09:20:00,-12.49,3.773,323.5,46.72,981,339.7,0
2015-01-31 09:30:00,-12.28,3.483,330.3,46.52,981,366.7,0
2015-01-31 09:40:00,-11.83,3.12,325.2,45.48,981,391.7,0
2015-01-31 09:50:00,-11.52,3.526,343.5,44.52,981,416.2,0
2015-01-31 10:00:00,-11.33,3.664,343.3,44.46,981,440.1,0
2015-01-31 10:10:00,-10.96,3.139,343.2,43.75,982,462,0
2015-01-31 10:20:00,-10.53,2.902,341.2,43.2,981,483.1,0
2015-01-31 10:30:00,-10.06,3.025,343.5,41.93,981,502.8,0
2015-01-31 10:40:00,-9.53,3.022,329.7,39.03,982,521.4,0
2015-01-31 10:50:00,-9.51,3.337,339.2,39,982,537.4,0
2015-01-31 11:00:00,-9.52,4.026,333.3,39.25,981,551.8,0
2015-01-31 11:10:00,-9.53,3.82,328.7,39.04,981,563,0
2015-01-31 11:20:00,-9.55,3.758,316,37.58,981,574.1,0
2015-01-31 11:30:00,-9.42,3.438,315.7,36.71,981,584,0
2015-01-31 11:40:00,-9.32,4.174,317.2,37.38,981,590.4,0
2015-01-31 11:50:00,-9.11,3.262,316.6,35.74,981,593.9,0
2015-01-31 12:00:00,-8.92,4.106,322.2,37.04,981,597.2,0
2015-01-31 12:10:00,-8.98,4.374,321.4,36.69,981,596.8,0
2015-01-31 12:20:00,-9.07,4.069,324.9,37.13,981,595.8,0
2015-01-31 12:30:00,-8.95,3.981,318.5,36.76,981,593,0
2015-01-31 12:40:00,-9.21,5.122,318.9,36.35,981,590.1,0
2015-01-31 12:50:00,-9.59,4.651,322.2,36.29,981,584.2,0
2015-01-31 13:00:00,-9.27,3.999,320.4,36.48,981,576.5,0
2015-01-31 13:10:00,-9.29,4.646,319.3,36.3,981,567.3,0
2015-01-31 13:20:00,-9.54,6.152,318.6,36.82,981,557.6,0
2015-01-31 13:30:00,-9.54,4.039,321.5,38.12,981,543.3,0
2015-01-31 13:40:00,-8.88,3.673,318.4,36.6,981,525.2,0
2015-01-31 13:50:00,-8.9,4.542,322.1,37,981,509.9,0
2015-01-31 14:00:00,-8.8,3.806,326.8,37.52,982,491,0
2015-01-31 14:10:00,-8.44,3.375,327.8,37.7,982,470.5,0
2015-01-31 14:20:00,-8.05,3.262,329,36.2,982,449.7,0
2015-01-31 14:30:00,-8.11,3.63,321.8,35.72,982,429.2,0
2015-01-31 14:40:00,-8.08,3.598,319.5,35.59,982,406.2,0
2015-01-31 14:50:00,-8.11,3.709,315.4,35.36,982,381.7,0
2015-01-31 15:00:00,-8.08,4.026,318.1,35.7,982,356.5,0
2015-01-31 15:10:00,-8.09,3.664,321.9,36.57,982,329.8,0
2015-01-31 15:20:00,-7.834,3.664,330.1,36.4,982,302,0
2015-01-31 15:30:00,-7.87,4.428,326.9,37.25,982,274,0
2015-01-31 15:40:00,-8.07,3.533,325.1,37.25,982,243.5,0
2015-01-31 15:50:00,-8.08,3.614,320,37.41,982,213.1,0
2015-01-31 16:00:00,-8.18,2.751,315.7,37.01,982,179.6,0
2015-01-31 16:10:00,-8.3,2.696,323.6,37.36,982,148.2,0
2015-01-31 16:20:00,-8.47,2.818,335,38.13,983,117.6,0
2015-01-31 16:30:00,-8.83,2.157,336.5,38.24,982,88.3,0
2015-01-31 16:40:00,-9.1,2.494,337.9,38.68,983,60.65,0
2015-01-31 16:50:00,-9.71,1.99,335.6,39.65,983,22.88,0
2015-01-31 17:00:00,-10.47,1.66,354.7,41,983,6.412,0
2015-01-31 17:10:00,-10.94,2.208,330.8,42.08,983,1.609,0
2015-01-31 17:20:00,-11.11,2.47,325.3,42.89,983,0,0
2015-01-31 17:30:00,-11.2,2.289,322.5,43.29,984,0,0
2015-01-31 17:40:00,-11.25,2.95,319.8,43.38,984,0,0
2015-01-31 17:50:00,-11.31,1.935,330.2,43.2,984,0,0
2015-01-31 18:00:00,-11.48,1.604,338.8,43.56,984,0,0
2015-01-31 18:10:00,-11.68,1.123,344.6,43.56,984,0,0
2015-01-31 18:20:00,-11.77,1.441,345.4,44.42,984,0,0
2015-01-31 18:30:00,-11.81,1.07,346.1,44.26,984,0,0
2015-01-31 18:40:00,-11.78,1.112,355.3,44.02,984,0,0
2015-01-31 18:50:00,-11.79,1.08,334.4,44.03,984,0,0
2015-01-31 19:00:00,-11.68,1.417,324.1,43.61,984,0,0
2015-01-31 19:10:00,-11.6,1.674,326.4,42.83,984,0,0
2015-01-31 19:20:00,-11.45,1.518,331.6,42.16,984,0,0
2015-01-31 19:30:00,-11.51,1.741,330.3,41.92,984,0,0
2015-01-31 19:40:00,-11.47,1.646,332.2,42.33,984,0,0
2015-01-31 19:50:00,-11.55,1.86,316.1,42.51,984,0,0
2015-01-31 20:00:00,-11.46,2.016,342.1,43.08,984,0,0
2015-01-31 20:10:00,-11.41,1.995,335.4,43.26,984,0,0
2015-01-31 20:20:00,-11.33,2.145,319.1,43.44,984,0,0
2015-01-31 20:30:00,-11.39,1.576,313.3,42.68,985,0,0
2015-01-31 20:40:00,-11.39,1.714,315.4,43.49,985,0,0
2015-01-31 20:50:00,-11.36,2.439,324.4,44.07,984,0,0
2015-01-31 21:00:00,-11.34,1.813,315.3,43.98,985,0,0
2015-01-31 21:10:00,-11.44,1.832,316.2,44.1,985,0,0
2015-01-31 21:20:00,-11.48,2.005,324.7,45.3,985,0,0
2015-01-31 21:30:00,-11.58,2.998,316.4,46.37,985,0,0
2015-01-31 21:40:00,-11.6,2.383,333,47.69,984,0,0
2015-01-31 21:50:00,-11.73,1.909,331,48.73,984,0,0
2015-01-31 22:00:00,-11.92,1.383,350.1,50.61,984,0,0
2015-01-31 22:10:00,-12.08,1.528,336.2,51.66,984,0,0
2015-01-31 22:20:00,-12.12,1.832,337.2,53.15,984,0,0
2015-01-31 22:30:00,-12.2,2.129,318.8,54.33,984,0,0
2015-01-31 22:40:00,-12.09,1.32,316.3,54.49,984,0,0
2015-01-31 22:50:00,-12.19,1.493,287,54.38,984,0,0
2015-01-31 23:00:00,-12.58,0.353,273,54.37,985,0,0
2015-01-31 23:10:00,-12.8,1.097,303.5,55.63,985,0,0
2015-01-31 23:20:00,-12.76,0.716,307.4,55.68,985,0,0
2015-01-31 23:30:00,-12.76,1.138,335.3,56.18,985,0,0
2015-01-31 23:40:00,-12.59,1.149,341.5,56.41,985,0,0
2015-01-31 23:50:00,-12.62,0.624,335.6,56.6,985,0,0
2015-02-01 00:00:00,-12.66,0.92,326.7,57.41,985,0,0
2015-02-01 00:10:00,-12.49,0.734,354.8,57.84,985,0,0
2015-02-01 00:20:00,-12.46,0.635,282.7,57.67,985,0,0
2015-02-01 00:30:00,-12.55,0.469,271.3,58.27,984,0,0
2015-02-01 00:40:00,-12.52,0.621,307.4,59.16,984,0,0
2015-02-01 00:50:00,-12.54,0.668,306.3,60.19,984,0,0
2015-02-01 01:00:00,-12.34,1.259,314.7,61.05,984,0,0
2015-02-01 01:10:00,-11.85,1.664,318.3,60.98,984,0,0
2015-02-01 01:20:00,-11.56,1.601,317.7,60.82,984,0,0
2015-02-01 01:30:00,-11.39,1.535,329.4,60.67,984,0,0
2015-02-01 01:40:00,-11.29,1.302,322.2,60.93,984,0,0
2015-02-01 01:50:00,-11.51,0.974,325,60.79,984,0,0
2015-02-01 02:00:00,-12.11,0.702,316.2,61.1,985,0,0
2015-02-01 02:10:00,-12.37,0.838,309.4,62.05,985,0,0
2015-02-01 02:20:00,-12.25,0.805,294.8,61.3,985,0,0
2015-02-01 02:30:00,-11.92,1.219,290.5,60.92,985,0,0
2015-02-01 02:40:00,-11.37,2.167,321,63.63,985,0,0
2015-02-01 02:50:00,-10.75,1.465,324.2,63.37,985,0,0
2015-02-01 03:00:00,-10.83,1.355,319.4,63.24,985,0,0
2015-02-01 03:10:00,-10.81,1.183,252,63.05,985,0,0
2015-02-01 03:20:00,-11.19,1.438,244,62.24,985,0,0
2015-02-01 03:30:00,-11.45,1.233,261.1,61.84,985,0,0
2015-02-01 03:40:00,-11.56,1.031,245.8,61.76,985,0,0
2015-02-01 03:50:00,-11.53,1.088,222.8,61.69,985,0,0
2015-02-01 04:00:00,-11.44,1.056,210.2,61.64,985,0,0
2015-02-01 04:10:00,-11.35,0.374,229.9,61.81,985,0.004,0
2015-02-01 04:20:00,-11.24,0.878,197.7,61.91,985,0,0
2015-02-01 04:30:00,-11.2,0.43,234.3,61.92,985,0,0
2015-02-01 04:40:00,-11.31,0.599,220.9,62.57,985,0,0
2015-02-01 04:50:00,-11.43,0.43,222.3,62.93,985,0,0
2015-02-01 05:00:00,-11.53,0.53,262.3,63.43,985,0,0
2015-02-01 05:10:00,-11.33,0.473,237.2,63.38,985,0,0
2015-02-01 05:20:00,-11.27,0.251,239.3,63.69,985,0,0
2015-02-01 05:30:00,-11.38,0.291,142.4,63.98,985,0,0
2015-02-01 05:40:00,-11.42,0.327,173.5,64.22,985,0,0
2015-02-01 05:50:00,-11.29,0.267,217.8,64.82,985,0,0
2015-02-01 06:00:00,-11.26,0.575,201.7,64.6,986,0,0
2015-02-01 06:10:00,-11.28,0.687,205.7,64.09,986,0,0
2015-02-01 06:20:00,-11.35,0.714,191.5,64.71,986,0,0
2015-02-01 06:30:00,-11.4,0.789,216.7,65.54,986,0,0
2015-02-01 06:40:00,-11.27,1.178,250.4,65.06,986,0,0
2015-02-01 06:50:00,-11.24,1.219,275.5,64.59,986,0.044,0
2015-02-01 07:00:00,-11.07,0.6,247.9,67.73,986,1.172,0
2015-02-01 07:10:00,-10.82,0.417,138.3,67.3,986,5.393,0
2015-02-01 07:20:00,-10.62,0.684,168.2,67.87,986,9,0
2015-02-01 07:30:00,-10.59,0.625,90.6,66.53,986,16.18,0
2015-02-01 07:40:00,-10.67,0.611,134.6,67.39,986,42.21,0
2015-02-01 07:50:00,-10.53,0.733,131.6,67.64,986,63.82,0
2015-02-01 08:00:00,-10.6,0.505,110.5,68.09,986,62.51,0
2015-02-01 08:10:00,-10.67,0.639,98.3,69.06,986,61.71,0
2015-02-01 08:20:00,-10.53,0.756,262.8,69.79,987,72.72,0
2015-02-01 08:30:00,-10.44,0.34,269,68.98,987,66.41,0
2015-02-01 08:40:00,-10.26,0.495,171.5,69.89,987,66.84,0
2015-02-01 08:50:00,-9.8,0.74,147.8,69.84,987,124.3,0
2015-02-01 09:00:00,-8.63,0.519,175.7,69.55,987,174.8,0
2015-02-01 09:10:00,-7.58,0.678,145.9,68.1,987,151.7,0
2015-02-01 09:20:00,-8.21,0.787,110.5,66.61,987,86.9,0
2015-02-01 09:30:00,-8.69,0.68,174.4,68.23,987,126.4,0
2015-02-01 09:40:00,-8.12,0.637,233,69.24,987,226.9,0
2015-02-01 09:50:00,-6.081,1.053,246.8,68.17,987,391.4,0
2015-02-01 10:00:00,-4.363,1.364,294.1,64.87,987,412.2,0
2015-02-01 10:10:00,-3.442,1.993,318.9,60.52,987,435,0
2015-02-01 10:20:00,-2.226,1.277,314.7,57.11,987,468.6,0
2015-02-01 10:30:00,-1.876,2.508,317.3,55.49,987,482.4,0
2015-02-01 10:40:00,-1.619,1.525,306.3,53.01,987,500.9,0
2015-02-01 10:50:00,-1.303,1.689,307.7,51.05,987,535.8,0
2015-02-01 11:00:00,-1.417,3.134,317.5,50.43,987,522.5,0
2015-02-01 11:10:00,-1.959,3.494,295.1,49.42,987,516.9,0
2015-02-01 11:20:00,-2.322,3.192,305.2,49.55,987,528.8,0
2015-02-01 11:30:00,-2.004,3.389,293,48.14,987,560.5,0
2015-02-01 11:40:00,-1.909,3.033,309.1,47.19,986,564.8,0
2015-02-01 11:50:00,-1.499,2.887,300.4,46.74,986,567.8,0
2015-02-01 12:00:00,-1.384,3.356,295.2,45.22,986,570.5,0
2015-02-01 12:10:00,-1.319,2.319,303.8,44.61,986,570.8,0
2015-02-01 12:20:00,-0.244,1.622,324.3,42.12,986,565.9,0
2015-02-01 12:30:00,0.31,1.639,322.3,40.31,986,565.2,0
2015-02-01 12:40:00,-0.153,2.288,329.6,38.03,986,557.7,0
2015-02-01 12:50:00,-0.335,2.598,345.4,37.97,986,556.2,0
2015-02-01 13:00:00,-0.181,1.869,330,36.47,986,549,0
2015-02-01 13:10:00,-0.122,3.401,289.2,37.08,986,541.5,0
2015-02-01 13:20:00,-0.729,3.313,287.2,36.68,986,533.5,0
2015-02-01 13:30:00,-0.709,2.445,304.8,35.98,986,522,0
2015-02-01 13:40:00,-0.646,3.405,299.4,35.33,986,510.7,0
2015-02-01 13:50:00,-0.67,2.628,309.9,34.02,986,494.8,0
2015-02-01 14:00:00,-0.669,2.765,319.7,32.88,986,478.9,0
2015-02-01 14:10:00,-0.604,2.246,323.4,32.28,986,434.3,0
2015-02-01 14:20:00,-0.214,1.606,326.5,31.23,986,433.4,0
2015-02-01 14:30:00,-0.223,1.94,337.9,32.3,986,344.1,0
2015-02-01 14:40:00,-0.555,2.122,329.7,33.63,986,329.7,0
2015-02-01 14:50:00,-0.92,1.657,339.9,33.8,986,253,0
2015-02-01 15:00:00,-0.993,2.114,351.8,34.58,986,312.5,0
2015-02-01 15:10:00,-1.087,1.764,350.5,34.93,986,274.5,0
2015-02-01 15:20:00,-1.201,2.033,356,36.22,986,209.3,0
2015-02-01 15:30:00,-1.621,1.578,2.031,36.61,986,167.4,0
2015-02-01 15:40:00,-1.902,1.446,3.506,36.75,986,118.6,0
2015-02-01 15:50:00,-2.353,1.225,350.1,37.78,986,118.9,0
2015-02-01 16:00:00,-2.128,1.151,339.6,37.51,986,162.4,0
2015-02-01 16:10:00,-2.054,1.369,356.5,37.67,986,101.7,0
2015-02-01 16:20:00,-2.599,1.305,1.094,39.1,986,44.34,0
2015-02-01 16:30:00,-3.158,1.138,7.453,39.69,987,26.94,0
2015-02-01 16:40:00,-3.392,1.794,12.47,40.88,987,19.09,0
2015-02-01 16:50:00,-3.57,1.338,29.13,41.36,987,14.63,0
2015-02-01 17:00:00,-3.707,0.989,15.08,41.67,987,5.576,0
2015-02-01 17:10:00,-3.808,1.17,355.2,42.14,987,0.826,0
2015-02-01 17:20:00,-3.92,0.992,3.901,42.23,987,0,0
2015-02-01 17:30:00,-4.022,0.653,9.8,42.62,986,0,0
2015-02-01 17:40:00,-4.128,0.967,2.601,43.14,986,0,0
2015-02-01 17:50:00,-4.181,1.155,9.03,43.41,986,0,0
2015-02-01 18:00:00,-4.288,0.788,6.784,43.7,986,0,0
2015-02-01 18:10:00,-4.392,0.881,6.103,44.18,987,0,0
2015-02-01 18:20:00,-4.468,1.138,15.99,44.83,986,0,0
2015-02-01 18:30:00,-4.669,1.163,10.29,45.29,986,0,0
2015-02-01 18:40:00,-4.906,1.021,355.9,45.87,986,0,0
2015-02-01 18:50:00,-5.254,0.876,2.006,46.55,986,0,0
2015-02-01 19:00:00,-5.373,1.072,5.321,47.22,986,0,0
2015-02-01 19:10:00,-5.403,1.039,359.6,47.69,986,0,0
2015-02-01 19:20:00,-5.705,0.619,21.8,47.93,986,0,0
2015-02-01 19:30:00,-5.998,0.848,25.37,48.38,986,0,0
2015-02-01 19:40:00,-6.061,0.922,7.056,48.61,986,0,0
2015-02-01 19:50:00,-5.922,1.185,20.79,49.03,986,0,0
2015-02-01 20:00:00,-5.923,1.138,24.4,48.57,986,0,0
2015-02-01 20:10:00,-6.053,1.517,30.13,47.4,986,0,0
2015-02-01 20:20:00,-6.26,1.755,16.68,46,986,0,0
2015-02-01 20:30:00,-6.469,1.524,21.07,45.39,986,0,0
2015-02-01 20:40:00,-6.607,1.644,17.93,45.36,986,0,0
2015-02-01 20:50:00,-6.736,1.552,9.74,45.45,986,0,0
2015-02-01 21:00:00,-6.859,1.48,19.82,45.71,986,0,0
2015-02-01 21:10:00,-6.966,1.949,37.17,45.46,986,0,0
2015-02-01 21:20:00,-7.146,1.63,46.06,45.59,986,0,0
2015-02-01 21:30:00,-7.319,1.964,29.78,45.74,986,0,0
2015-02-01 21:40:00,-7.476,2.061,39.66,46.23,986,0,0
2015-02-01 21:50:00,-7.677,1.124,29.22,46.41,986,0,0
2015-02-01 22:00:00,-7.833,1.551,25.98,46.61,985,0,0
2015-02-01 22:10:00,-7.933,2.042,24.33,47.01,985,0,0
2015-02-01 22:20:00,-8.11,1.229,13.69,47.33,985,0,0
2015-02-01 22:30:00,-8.2,1.829,16,47.96,985,0,0
2015-02-01 22:40:00,-8.29,2.202,16.65,47.9,985,0,0
2015-02-01 22:50:00,-8.4,1.507,11.87,47.55,985,0,0
2015-02-01 23:00:00,-8.49,1.582,20.01,47.86,985,0,0
2015-02-01 23:10:00,-8.57,1.338,28.78,48.25,985,0,0
2015-02-01 23:20:00,-8.63,1.38,23.22,48.69,985,0,0
2015-02-01 23:30:00,-8.71,1.598,25.56,48.85,985,0,0
2015-02-01 23:40:00,-8.84,1.928,40.61,48.75,985,0,0
2015-02-01 23:50:00,-9,1.622,21.89,48.28,984,0,0
2015-02-02 00:00:00,-9.13,1.909,22.57,47.54,985,0,0
2015-02-02 00:10:00,-9.26,1.944,35.65,47.91,984,0,0
2015-02-02 00:20:00,-9.33,1.289,18.29,48.22,984,0,0
2015-02-02 00:30:00,-9.44,1.52,20.08,49.43,984,0,0
2015-02-02 00:40:00,-9.67,1.912,18.32,52.77,984,0,0
2015-02-02 00:50:00,-9.95,1.713,14.97,55.49,984,0,0
2015-02-02 01:00:00,-10.36,1.34,7.547,60.75,984,0,0
